Línea seleccionada;Orden;Clase de orden;Fecha de inicio extrema;Alerta;Texto breve;Alerta Com;Tipo de orden;Moneda;Autor;Fecha entrada;Modificado por;Fecha modific.maestro orden;Existe texto explic.;Sociedad;Centro;División;Sociedad CO;CeCo responsable;Petición de borrado;Esquema cálc.coste;Clave de recargo;Indicador ABC;Campo de clasificación;Prioridad;Equipo;Conjunto;Estado instalación;Centro planificación;Grupo planificación;Pto.tbjo.responsable;Ctro.pto.trab.;Cliente;Disponible hst.fecha;Disponible dsd fecha;Disponible hst.hora;Disponible dsd hora;Centro de coste;Centro emplazamiento;Emplazamiento;Local;Área de empresa;Ubicación técnica;Activo fijo;Subnúmero;Revisión;Plan mant.preventivo;Posición mantenim.;Status del sistema;Status de usuario;Puesto de trabajo;Fecha fin extrema;Fin programado;Inicio programado;Fecha inicio real;Fecha real de fin de la orden;Fe.liberación real;Clase actividad PM;Aviso;Histórico desde;Denominación de objeto técnico;Denominación de la ubicación técnica;Lista;Teléfono;Código postal;Población;Distrito;Clave de país;Departamento;Calle;Costes tot.reales;Suma de costes plan;Tot.costes facturac.;Ingresos tot. real;Ingr. totales plan;Total general (real);Tota general (plan);Nº objeto;Documento de ventas;Posición;Orden principal;Orden superior;Fin real (hora);Hora inicio real;Hora de fin progr.;Hora de inicio prog.;Grupo hojas ruta;Cont.grupo HRuta;Ind.planif.orden;Fecha de referencia;Elemento PEP;Subgrafo;Operación superior;Tot. Avisos;Organización ventas;Canal distribución;Sector;Hora de fin extrema;Hora inicio extrema;Hora de referencia;Criterio p.cálculo;Nº dirección;Material;Número de serie;Dat.adic.disposit.;Oficina de ventas;Grupo de vendedores;Texto breve de material;Denominación del conjunto;Status paging;Cabecera orden PEP;Reserva/Sol.pedido;Clase prioridad;Texto para prioridad;Nº de pedido;Fecha de pedido;Producto de servicio;Denominación producto servicio;Cantidad;Unidad medida base;Forma de facturación;Gr.planif.mantenimiento HRuta;Centro de beneficio;Elemento refer.PM/PS;Organización ventas - Comercial;Canal distribución - Comercial;Sector - Comercial;Indicador ABC;Nro Moc;Revision 2;Revision 3;Fecha;Proyecto
;20010765;PM15;14/5/2012;;Ampliación de cobertizo Estacionamiento.;;30;UYU;MALDAMA;22/5/2012;JSIMO;27/4/2021;S;ANC1;C002;42;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;423610;P003;;;;AN-PTLAND-PAYSAN-FABRIC;;;;;;CTEC KKMP NLIQ PREC;FINA;;14/7/2012;2/8/2012;21/6/2012;;;21/6/2012;MAN;10134035;;;Generales de Fabrica;;;;;;;;;0;70619,58;0;0;0;0;70619,58;OR000020010765;;0;;;0:00:00;0:00:00;15:00:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;9:50:51;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20010766;PM15;14/5/2012;;Reacondicionamiento Vestuario Femenino.;;30;UYU;MALDAMA;22/5/2012;JSIMO;27/4/2021;S;ANC1;C002;42;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;425500;P003;;;;AN-PTLAND-PAYSAN-VESTUA;;;;;;CTEC KKMP NLIQ PREC;FINA;;14/7/2012;2/8/2012;21/6/2012;;;21/6/2012;MAN;10134036;;;Vestuario;;;;;;;;;0;70619,58;0;0;0;0;70619,58;OR000020010766;;0;;;0:00:00;0:00:00;15:00:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;9:51:33;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20010767;PM15;14/5/2012;;Paysandú Reformas Edificio ex comedor.;;30;UYU;MALDAMA;22/5/2012;JSIMO;27/4/2021;S;ANC1;C002;42;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;423610;P003;;;;AN-PTLAND-PAYSAN-FABRIC;;;;;;CTEC NOTP MACO MOVM NLIQ PREC;FINA;;14/7/2012;29/5/2018;23/2/2018;16/5/2017;;7/3/2017;MAN;10134040;;;Generales de Fabrica;;;;;;;;;698875,35;1055017,05;0;0;0;698875,35;1055017,05;OR000020010767;;0;;;0:00:00;0:00:00;12:20:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:43:01;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20011818;PM15;31/7/2012;;Cercado y Construcción de Explanada;;30;UYU;MALDAMA;6/8/2012;JSIMO;27/4/2021;S;ANC1;C002;42;ANC1;103402;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;423610;P003;;;;AN-PTLAND-PAYSAN-FABRIC;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;31/8/2012;26/11/2012;13/11/2012;1/11/2012;;9/11/2012;MAN;10138067;;;Generales de Fabrica;;;;;;;;;717704;25593,42;0;0;0;717704;25593,42;OR000020011818;;0;;;0:00:00;0:00:00;15:00:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;9:52:15;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013188;PM15;13/11/2012;;ACONDICIONAMIENTO DE CONTENEDORES;;30;UYU;MALDAMA;14/11/2012;JSIMO;27/4/2021;S;ANC1;C002;42;ANC1;103402;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;423610;P003;;;;AN-PTLAND-PAYSAN-FABRIC;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;31/12/2012;18/12/2012;7/12/2012;12/12/2012;;7/12/2012;MAN;10143248;;;Generales de Fabrica;;;;;;;;;556455,71;18632,4;0;0;0;556455,71;18632,4;OR000020013188;;0;;;0:00:00;0:00:00;15:00:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;9:59:19;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013189;PM15;13/11/2012;;REORMA EN CANTINA;;30;UYU;MALDAMA;14/11/2012;JSIMO;27/4/2021;S;ANC1;C002;42;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;425500;P003;;;;AN-PTLAND-PAYSAN-OFADM;;;;;;CTEC NOTP NLIQ PREC;FINA;;30/11/2012;14/10/2013;3/4/2013;3/4/2013;;7/12/2012;MAN;10143250;;;Oficina Administrativa;;;;;;;;;395176,4;53329,84;0;0;0;395176,4;53329,84;OR000020013189;;0;;;0:00:00;0:00:00;7:00:00;0:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:43:15;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013514;PM15;14/12/2012;;Trabajos en Centro de computos Teja;;30;UYU;MALDAMA;14/12/2012;JTECHERA;28/1/2021;S;ANC1;C002;10;ANC1;;;PP-PC1;;;;4;;;;C002;CME;ALBANILE;C002;;;;0:00:00;0:00:00;105070;C001;;;;AN-ISERVI-SISTEJ;;;;;;CTEC KKMP NLIQ PREC;CANC;;17/12/2012;14/12/2012;14/12/2012;;;28/1/2021;MAN;10144780;;;Edificio de Sistemas Planta la Teja;;;;;;;;;0;0;0;0;0;0;0;OR000020013514;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;28/1/2021;;;;1;;;;0:00:00;0:00:00;23:36:08;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013578;PM15;9/1/2013;;Sustit casilla fibra por material Cargad;;30;UYU;MALDAMA;9/1/2013;JTECHERA;28/1/2021;S;ANC1;C002;20;ANC1;;;PP-PC1;;;;4;;;;C002;CME;ALBANILE;C002;;;;0:00:00;0:00:00;205403;C001;;;LOG;LT-LOGIST-TERMTE;;;;;;CTEC KKMP NLIQ PREC;CANC;;;9/1/2013;9/1/2013;;;28/1/2021;MAN;10145766;;;Depar.Carga Granel Grales.Term.Terrestre;;;;;;;;;0;0;0;0;0;0;0;OR000020013578;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;28/1/2021;;;;1;;;;0:00:00;0:00:00;23:36:31;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013691;PM15;28/9/2011;;INT.COLOCAR TOLDO Y CONTRUIR RAMPA .;;30;UYU;MALDAMA;8/2/2013;JTECHERA;28/1/2021;S;ANC1;C002;20;ANC1;;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ALBANILE;C002;;;;0:00:00;0:00:00;105505;C001;;;;AN-SGENER-INTEND;;;;;;CTEC KKMP NLIQ PREC;CANC;;;8/2/2013;8/2/2013;;;28/1/2021;MAN;10123124;;;Intendencia;;;;;;;;;0;0;0;0;0;0;0;OR000020013691;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;28/1/2021;;;;1;;;;0:00:00;0:00:00;23:36:48;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013692;PM15;5/8/2010;;reubicación de numeros y centralitas en;;30;UYU;MALDAMA;13/2/2013;JSIMO;27/4/2021;S;ANC1;C002;20;ANC1;;;PP-PC1;;;;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;203620;C001;;;;LT-ENERGI;;;;;;CTEC NOTI KKMP NLIQ PREC;FINA;;;12/9/2013;16/8/2013;1/8/2013;30/9/2014;30/8/2013;MAN;10088775;;;Produccion de Energeticos;;;;;;;;;430235,15;59384,55;0;0;0;430235,15;59384,55;OR000020013692;;0;;;0:00:00;0:00:00;8:20:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:35:02;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013694;PM15;11/4/2011;;cambia losetas rotas cochera Gerencia NE;;30;UYU;MALDAMA;13/2/2013;JTECHERA;28/1/2021;S;ANC1;C002;20;ANC1;;;PP-PC1;;;;4;;;;C002;CME;ALBANILE;C002;;;;0:00:00;0:00:00;203620;C001;;;;LT-ENERGI;;;;;;CTEC KKMP NLIQ PREC;CANC;;;13/2/2013;13/2/2013;;;28/1/2021;MAN;10099256;;;Produccion de Energeticos;;;;;;;;;0;0;0;0;0;0;0;OR000020013694;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;28/1/2021;;;;1;;;;0:00:00;0:00:00;23:37:09;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013704;PM15;22/6/2011;;Reparación Piso Anexo Secretaría;;30;UYU;MALDAMA;14/2/2013;JTECHERA;28/1/2021;S;ANC1;C002;20;ANC1;;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ALBANILE;C002;;;;0:00:00;0:00:00;203560;C001;;;;LT-ENERGI-MANING;;;;;;CTEC KKMP NLIQ PREC;CANC;;22/7/2011;14/2/2013;14/2/2013;;;28/1/2021;MAN;10117856;;;Mantenimiento e Ingenieria;;;;;;;;;0;0;0;0;0;0;0;OR000020013704;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;28/1/2021;;;;1;;;;0:00:00;0:00:00;23:37:32;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013729;PM15;19/2/2013;;Colocación de telefono IP en Fisc. Minas;;30;UYU;MALDAMA;19/2/2013;JSIMO;27/4/2021;S;ANC1;C002;10;ANC1;103407;;PP-PC1;;;EQUIPO MECÁNICO ESTÁTICO;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;105508;C002;;;;AN-CONTRO-CONCAF-FISMIN;;;;;;CERR NOTI KKMP MOVM NLIQ PREC;FINA;;25/2/2013;19/8/2013;16/8/2013;7/8/2013;1/7/2014;30/8/2013;MAN;10147668;;;Fiscalia Minas;;;;;;;;;45862,65;5017,2;0;0;0;45862,65;5017,2;OR000020013729;;0;;;0:00:00;0:00:00;15:00:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:36:46;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013741;PM15;20/2/2013;;Líneas telefonicas cortadas Pta Carrasco;;30;UYU;MALDAMA;21/2/2013;JSIMO;27/4/2021;S;ANC1;C002;20;ANC1;;;PP-PC1;;;;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;205440;C010;;;;LT-LOGIST-CARRAS;;;;;;CTEC NOTI KKMP NLIQ PREC;FINA;;;21/2/2013;21/2/2013;4/7/2013;4/7/2013;31/7/2013;MAN;10147721;;;Planta de Carrasco;;;;;;;;;1029,14;0;0;0;0;1029,14;0;OR000020013741;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:33:36;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013742;PM15;22/2/2013;;Tapar entradas de cañerías;;30;UYU;MALDAMA;22/2/2013;JTECHERA;28/1/2021;S;ANC1;C002;10;ANC1;;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ALBANILE;C002;;;;0:00:00;0:00:00;105503;C001;;;;LT-COMEDO-COMTEJ;;;;;;CTEC KKMP NLIQ PREC;CANC;;28/2/2013;22/2/2013;22/2/2013;;;28/1/2021;MAN;10147874;;;Comedor Teja;;;;;;;;;0;0;0;0;0;0;0;OR000020013742;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;28/1/2021;;;;1;;;;0:00:00;0:00:00;23:37:51;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013762;PM15;27/2/2013;;Reparación central telef.Minas;;30;UYU;MALDAMA;27/2/2013;JSIMO;27/4/2021;S;ANC1;C002;10;ANC1;103407;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;105036;C002;;;;AN-NDIVER;;;;;;CTEC NOTI KKMP NLIQ PREC;FINA;;;27/2/2013;27/2/2013;8/1/2014;6/10/2016;17/1/2014;MAN;10148074;;;Negocios Diversificados;;;;;;;;;31117,86;0;0;0;0;31117,86;0;OR000020013762;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:37:38;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013763;PM15;27/2/2013;;Comprar consola para central telef.Minas;;30;UYU;MALDAMA;27/2/2013;JSIMO;27/4/2021;S;ANC1;C002;10;ANC1;103407;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;105036;C002;;;;AN-NDIVER;;;;;;CTEC NOTI KKMP MOVM NLIQ PREC;FINA;;8/3/2013;16/8/2013;16/8/2013;7/8/2013;1/7/2014;30/8/2013;MAN;10148076;;;Negocios Diversificados;;;;;;;;;17507,59;1254,3;0;0;0;17507,59;1254,3;OR000020013763;;0;;;0:00:00;0:00:00;13:40:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:43:29;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013790;PM15;6/3/2013;;cambio de nombre de telefonos;;30;UYU;MALDAMA;6/3/2013;JSIMO;27/4/2021;S;ANC1;C002;10;ANC1;103407;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;105013;C002;;;;AN-AUDITO;;;;;;CERR NOTI KKMP NLIQ PREC;FINA;;15/3/2013;6/3/2013;6/3/2013;7/6/2013;7/6/2013;27/6/2013;MAN;10148493;;;Auditoria;;;;;;;;;10298,02;0;0;0;0;10298,02;0;OR000020013790;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:38:22;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013815;PM15;12/3/2013;;Reparación línea a Fiscalía;;30;UYU;MALDAMA;12/3/2013;JSIMO;27/4/2021;S;ANC1;C002;20;ANC1;;;PP-PC1;;;;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;205420;C008;;;LAC;LT-LOGIST-JLACAZ;;;;;;CERR NOTI KKMP NLIQ PREC;FINA;;;20/8/2013;16/8/2013;9/9/2013;1/7/2014;30/9/2013;MAN;10148779;;;Planta de Juan Lacaze;;;;;;;;;49589,69;5518,92;0;0;0;49589,69;5518,92;OR000020013815;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:38:41;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013823;PM15;14/3/2013;;Refacción baños entrada a planta.;;30;UYU;MALDAMA;14/3/2013;JSIMO;27/4/2021;S;ANC1;C002;42;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;423610;P003;;;;AN-PTLAND-PAYSAN-FABRIC;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;31/5/2013;15/4/2013;1/4/2013;17/4/2013;;1/4/2013;MAN;10148852;;;Generales de Fabrica;;;;;;;;;206689,37;22666,69;0;0;0;206689,37;22666,69;OR000020013823;;0;;;0:00:00;0:00:00;12:20:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;10:07:46;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013824;PM15;14/3/2013;;Cambio de transformador en Fiscalía Pay.;;30;UYU;MALDAMA;14/3/2013;JSIMO;27/4/2021;S;ANC1;C002;10;ANC1;103407;;PP-PC1;;;EQUIPO MECÁNICO ESTÁTICO;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;105508;C002;;;;AN-CONTRO-CONCAF-FISPAY;;;;;;CTEC NOTI KKMP NLIQ PREC;FINA;;20/3/2013;16/8/2013;16/8/2013;21/8/2013;1/7/2014;30/8/2013;MAN;10148853;;;Fiscalia Paysandu - Portland;;;;;;;;;722,69;1254,3;0;0;0;722,69;1254,3;OR000020013824;;0;;;0:00:00;0:00:00;13:40:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:39:02;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013832;PM15;18/3/2013;;Teléfono sala de bombas y casa jefatura;;30;UYU;MALDAMA;18/3/2013;JSIMO;27/4/2021;S;ANC1;C002;20;ANC1;103407;;PP-PC1;;;;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;205410;C006;;;DUR;LT-LOGIST-DURAZN-MANEDI;;;;;;CTEC NOTI KKMP NLIQ PREC;FINA;;;21/8/2013;16/8/2013;10/9/2013;1/7/2014;30/9/2013;MAN;10149006;;;Mantenimiento Edilicio-Planta Durazno;;;;;;;;;69136,49;6773,22;0;0;0;69136,49;6773,22;OR000020013832;;0;;;0:00:00;0:00:00;8:20:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:39:17;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013878;PM15;2/4/2013;;Cambio plataforma telefónica;;30;UYU;MALDAMA;3/4/2013;JSIMO;27/4/2021;S;ANC1;C002;20;ANC1;;;PP-PC1;;;;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;205420;C008;;;LAC;LT-LOGIST-JLACAZ;;;;;;CTEC NOTI KKMP MOVM NLIQ PREC;FINA;;;3/4/2013;3/4/2013;1/7/2013;9/7/2013;31/7/2013;MAN;10149670;;;Planta de Juan Lacaze;;;;;;;;;326046,38;0;0;0;0;326046,38;0;OR000020013878;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:39:49;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013885;PM15;4/4/2013;;PORTERO ELECTRICO 9º PISO;;30;UYU;MALDAMA;4/4/2013;JSIMO;27/4/2021;S;ANC1;C002;10;ANC1;103407;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;105015;C002;;;;AN-RINSTI;;;;;;CTEC NOTI KKMP NLIQ PREC;FINA;;;19/8/2013;16/8/2013;2/8/2013;1/7/2014;30/8/2013;MAN;10149739;;;Comunicacion Institucional;;;;;;;;;22608,19;2759,46;0;0;0;22608,19;2759,46;OR000020013885;;0;;;0:00:00;0:00:00;8:20:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:40:16;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013895;PM15;8/4/2013;;Instalación 4 teléfonos IP;;30;UYU;MALDAMA;8/4/2013;JSIMO;27/4/2021;S;ANC1;C002;42;ANC1;103407;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;423610;P003;;;;AN-PTLAND-PAYSAN-FABRIC;;;;;;CTEC NOTI KKMP NLIQ PREC;FINA;;31/5/2013;8/4/2013;8/4/2013;1/7/2013;3/7/2013;31/7/2013;MAN;10150043;;;Generales de Fabrica;;;;;;;;;20506,52;0;0;0;0;20506,52;0;OR000020013895;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:40:33;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013911;PM15;12/4/2013;;Coloc.cables telef.tM y TE Pta.Minas;;30;UYU;MALDAMA;13/4/2013;JSIMO;27/4/2021;S;ANC1;C002;10;ANC1;103407;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;105036;C002;;;;AN-NDIVER;;;;;;CTEC NOTI KKMP NLIQ PREC;FINA;;;15/4/2013;15/4/2013;12/9/2013;12/9/2013;30/9/2013;MAN;10150305;;;Negocios Diversificados;;;;;;;;;39093,6;0;0;0;0;39093,6;0;OR000020013911;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:40:46;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013925;PM15;17/4/2013;;trabajos reparación fachada;;30;UYU;MALDAMA;17/4/2013;JSIMO;27/4/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105061;C002;;;;AN-SGENER-MANEDI;;;;;;CTEC KKMP MOVM NLIQ PREC;FINA;;;26/7/2013;3/7/2013;;;3/7/2013;MAN;10150455;;;Mantenimiento Edilicio;;;;;;;;;78700;33806,8;0;0;0;78700;33806,8;OR000020013925;;0;;;0:00:00;0:00:00;12:20:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;10:12:47;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013934;PM15;17/4/2013;;Reparación de linea tel. en Desp. Costos;;30;UYU;MALDAMA;17/4/2013;JSIMO;27/4/2021;S;ANC1;C002;10;ANC1;103407;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;105101;C002;;;;AN-ECOFIN-COSTOS;;;;;;CTEC NOTI KKMP NLIQ PREC;FINA;;17/4/2013;16/8/2013;16/8/2013;28/10/2013;1/7/2014;31/10/2013;MAN;10150472;;;Costos;;;;;;;;;13748,29;2006,88;0;0;0;13748,29;2006,88;OR000020013934;;0;;;0:00:00;0:00:00;13:40:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:41:00;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013935;PM15;17/4/2013;;CAMBIO UBICACIÓN DE TELÉFONO DIRECTO;;30;UYU;MALDAMA;17/4/2013;JSIMO;27/4/2021;S;ANC1;C002;10;ANC1;103407;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;105101;C002;;;;AN-ECOFIN;;;;;;CTEC NOTI KKMP NLIQ PREC;FINA;;20/4/2013;19/8/2013;16/8/2013;16/9/2013;1/7/2014;30/9/2013;MAN;10150462;;;Económico Financiera;;;;;;;;;27599,54;2759,46;0;0;0;27599,54;2759,46;OR000020013935;;0;;;0:00:00;0:00:00;8:20:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:41:15;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013940;PM15;23/4/2013;;reposición de cielorraso en TI;;30;UYU;MALDAMA;23/4/2013;JSIMO;16/6/2021;S;ANC1;C002;10;ANC1;103408;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ARQUITEC;C002;;;;0:00:00;0:00:00;105070;C002;;;;AN-SCOMPA-TINFOR;;;;;;CTEC KKMP MOVM NLIQ PREC;FINA;;;23/4/2013;23/4/2013;;;16/6/2021;MAN;10150750;;;Tecnologia de la Informacion;;;;;;;;;11670,2;0;0;0;0;11670,2;0;OR000020013940;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;16/6/2021;;;;1;;;;0:00:00;0:00:00;11:54:26;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20013942;PM15;23/4/2013;;REPARACIÓN APARATO TELEFONICO;;30;UYU;MALDAMA;24/4/2013;JSIMO;27/4/2021;S;ANC1;C002;10;ANC1;103407;;PP-PC1;;;EQUIPO MECÁNICO ESTÁTICO;4;;;;C002;CME;TELEFONO;C002;;;;0:00:00;0:00:00;105031;C002;;;;AN-RINSTI-CC;;;;;;CTEC NOTI KKMP NLIQ PREC;FINA;;;16/8/2013;16/8/2013;16/9/2013;1/7/2014;30/9/2013;MAN;10150757;;;Comunicaciones Corporativas;;;;;;;;;15382,79;1505,16;0;0;0;15382,79;1505,16;OR000020013942;;0;;;0:00:00;0:00:00;12:20:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;8:41:27;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
